udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min
3183,M18042,M,300.1,309.3,1443,50.3,196
9093,L56272,L,297.3,308.1,1568,34.4,194
9634,H39047,H,299.1,310.1,1421,41.2,149
8472,L55651,L,298.6,309.8,1332,46.4,76
21,H29434,H,298.9,309.3,1375,42.7,58
5509,L52688,L,302.9,312.2,1367,55.1,50
8091,L55270,L,300.1,311.4,1910,23.0,153
6934,L54113,L,300.8,311.4,1492,40.6,20
5725,L52904,L,302.3,311.8,1433,50.3,183
6721,L53900,L,301.3,310.6,1458,48.0,104
6748,M21607,M,301.8,311.1,1597,29.8,177
834,L48013,L,296.6,307.4,1616,28.0,175
9380,L56559,L,297.5,308.2,1419,48.5,108
7785,L54964,L,300.3,311.5,1403,60.1,58
3084,L50263,L,300.1,309.3,1712,28.5,141
3573,L50752,L,301.8,310.6,1451,50.7,108
4574,H33987,H,302.8,311.0,1436,43.5,47
288,L47467,L,298.2,308.3,1805,31.6,96
8820,H38233,H,297.4,308.7,1349,48.9,120
9844,L57023,L,298.3,309.2,1383,52.1,26
6171,H35584,H,300.8,310.5,1559,40.1,220
8685,L55864,L,297.2,308.5,1588,40.4,190
6906,M21765,M,301.0,311.5,1550,34.9,162
5338,M20197,M,303.3,312.6,1482,44.4,73
1498,L48677,L,298.0,308.7,1629,34.3,191
4692,L51871,L,303.5,311.5,1535,33.3,120
8163,L55342,L,299.6,311.0,1574,35.0,133
203,M15062,M,298.4,308.5,1636,35.7,107
9352,L56531,L,298.3,308.8,1645,30.4,33
5818,L52997,L,301.3,311.0,1542,35.1,204
4955,L52134,L,303.7,312.6,1702,29.1,141
7497,L54676,L,300.2,311.8,1464,44.5,179
8779,L55958,L,297.5,308.7,1454,45.0,19
6347,L53526,L,300.2,309.7,1275,60.7,15
6745,M21604,M,301.7,311.0,1298,58.1,168
4846,M19705,M,303.3,311.8,1583,33.3,72
3005,M17864,M,300.5,309.9,1466,53.2,172
5874,M20733,M,301.5,311.1,1396,43.5,112
3078,L50257,L,300.1,309.3,1841,23.0,125
5953,L53132,L,300.7,310.8,1563,33.8,104
2004,M16863,M,298.5,308.2,1564,37.5,15
4443,L51622,L,302.5,310.2,1563,34.8,150
3664,M18523,M,302.3,311.7,1442,41.7,127
2974,M17833,M,300.6,309.3,1510,46.0,87
9755,M24614,M,298.5,309.7,1552,34.0,205
6589,L53768,L,301.6,310.7,1457,40.4,213
8364,L55543,L,298.8,309.7,1582,45.0,11
7097,L54276,L,300.6,310.2,1489,47.8,21
518,M15377,M,297.5,309.4,1391,58.2,34
9916,M24775,M,298.5,308.7,1662,28.3,15
4473,L51652,L,302.7,310.6,1501,48.7,4
6653,H36066,H,301.5,310.4,1580,35.7,161
9082,L56261,L,297.3,308.0,1527,35.1,165
850,H30263,H,296.4,307.4,1586,35.5,0
2769,L49948,L,300.0,309.5,1675,30.2,11
5650,M20509,M,302.5,311.9,1414,51.6,205
76,L47255,L,298.8,308.9,1379,46.7,204
1383,L48562,L,298.8,310.1,1653,30.3,119
8062,M22921,M,300.2,311.6,1465,41.4,78
1055,H30468,H,296.8,307.8,1627,30.5,117
1844,L49023,L,297.6,307.1,1496,39.2,12
7423,L54602,L,300.0,311.2,1351,44.1,206
2727,M17586,M,299.8,309.4,1423,42.9,124
551,L47730,L,297.4,309.2,1698,29.4,119
9312,L56491,L,298.4,309.4,1540,43.2,141
7919,L55098,L,300.8,312.1,1505,41.3,173
6613,L53792,L,301.6,310.6,1222,70.0,62
9790,L56969,L,298.6,309.6,1715,28.4,90
354,H29767,H,297.5,308.3,1674,30.0,54
876,M15735,M,295.8,306.3,1444,45.5,76
7227,L54406,L,299.7,309.6,1399,51.3,144
6975,L54154,L,300.7,311.0,1318,48.2,128
9182,L56361,L,297.9,309.1,1521,36.1,15
1706,M16565,M,298.1,307.8,1608,32.6,57
3454,L50633,L,301.5,310.4,1425,54.4,7
8955,L56134,L,297.3,308.0,1447,49.0,61
1106,M15965,M,296.6,307.5,1734,27.0,50
6132,H35545,H,301.0,311.0,1640,37.6,118
8235,L55414,L,299.2,310.6,1534,39.7,83
5033,M19892,M,304.0,313.1,1694,31.4,116
3381,L50560,L,301.4,310.7,1590,36.3,43
3283,L50462,L,301.2,309.9,1515,40.9,21
55,L47234,L,298.7,309.0,1691,30.1,154
158,H29571,H,298.4,308.2,1478,43.5,206
1379,H30792,H,298.8,310.2,1455,44.9,107
6926,M21785,M,301.1,311.6,1266,55.5,210
2120,M16979,M,299.3,308.9,1858,24.7,101
9397,L56576,L,297.8,308.3,1498,47.3,160
2869,L50048,L,300.8,309.7,1418,46.6,12
893,L48072,L,295.7,306.1,1343,54.4,119
2783,M17642,M,300.2,309.6,1491,41.8,41
3378,H32791,H,301.5,310.8,1591,29.6,33
7220,M22079,M,299.8,309.7,1556,37.7,124
2465,M17324,M,298.9,308.5,1534,42.9,121
5749,M20608,M,302.2,311.7,1576,34.0,28
1178,M16037,M,297.2,308.3,1604,39.4,9
2752,L49931,L,299.7,309.1,1417,50.1,187
9117,H38530,H,297.6,308.7,1659,32.1,49
35,M14894,M,298.8,309.1,1559,34.7,95
4066,M18925,M,301.9,310.7,1511,37.6,70
6935,L54114,L,300.8,311.4,1536,40.9,22
2700,L49879,L,299.9,309.4,1363,60.9,57
6244,L53423,L,301.0,310.4,2204,16.6,175
1370,M16229,M,298.7,310.3,1481,41.5,83
6715,L53894,L,301.3,310.6,1440,53.8,90
8233,L55412,L,299.1,310.6,1326,49.7,78
5768,M20627,M,301.6,311.2,1415,46.5,82
1126,M15985,M,296.7,307.8,1375,51.4,108
3551,M18410,M,301.9,311.0,1432,41.5,51
895,L48074,L,295.6,306.2,1426,48.6,124
5082,M19941,M,304.1,313.3,1494,39.0,49
6188,L53367,L,301.0,311.0,1437,56.0,33
4200,M19059,M,302.5,311.1,1638,32.0,198
4175,L51354,L,302.3,310.7,1499,37.8,137
9722,L56901,L,298.8,309.8,1490,40.6,124
5349,L52528,L,303.3,312.6,1623,34.6,102
7876,L55055,L,300.7,312.3,1898,24.0,60
7190,L54369,L,300.4,310.4,1486,46.3,48
4990,L52169,L,303.9,313.2,1499,37.4,7
6198,L53377,L,300.9,310.8,1493,45.8,57
8238,L55417,L,299.1,310.6,1796,26.0,90
1754,L48933,L,298.2,307.5,1470,51.3,180
2330,L49509,L,299.3,308.7,1484,40.5,213
6265,L53444,L,300.9,310.4,1541,39.1,17
7602,L54781,L,300.4,311.2,1351,62.0,18
5247,L52426,L,303.5,313.0,1465,41.0,56
3965,M18824,M,302.3,311.6,1668,33.2,52
6662,M21521,M,301.3,310.4,1501,39.8,187
9382,M24241,M,297.5,308.1,1480,42.4,112
9142,L56321,L,297.5,308.5,1597,36.4,112
3609,M18468,M,301.7,310.8,1954,21.6,198
7175,L54354,L,300.2,310.2,1530,48.5,15
3007,L50186,L,300.4,309.7,1488,35.7,177
4638,M19497,M,303.1,311.3,1847,24.7,212
8222,M23081,M,299.1,310.5,1428,43.0,53
3434,M18293,M,301.6,310.6,1924,23.6,181
4501,L51680,L,302.6,310.4,1638,36.2,84
3826,H33239,H,302.2,310.7,1413,48.9,114
7994,L55173,L,301.1,312.3,1595,31.9,134
1699,L48878,L,297.9,307.6,1481,38.0,40
2034,H31447,H,298.8,308.5,1359,47.6,85
2636,H32049,H,299.9,309.6,1462,51.0,119
2460,L49639,L,299.0,308.6,1297,54.2,110
1870,M16729,M,298.3,308.1,1630,32.7,83
9114,L56293,L,297.6,308.6,1744,28.5,42
1414,M16273,M,298.7,309.8,1528,36.7,197
5384,L52563,L,302.8,312.3,1504,40.3,204
2830,L50009,L,300.3,309.3,1612,36.0,158
4570,L51749,L,302.8,310.9,1636,35.0,38
3669,L50848,L,302.3,311.7,1510,38.7,141
4268,L51447,L,302.6,311.0,1520,42.8,148
1826,M16685,M,298.0,307.5,1784,27.8,163
9112,L56291,L,297.6,308.6,1351,51.0,37
3414,L50593,L,301.3,310.3,1560,36.3,129
7698,L54877,L,300.5,311.4,1400,45.1,29
6059,M20918,M,300.9,310.9,1636,35.3,153
6165,H35578,H,300.9,310.7,1656,30.7,200
5087,L52266,L,304.0,313.0,1541,45.9,64
4563,L51742,L,302.7,310.7,1398,57.7,19
5597,M20456,M,302.7,312.0,1538,36.7,74
4225,L51404,L,302.0,310.7,1698,28.1,39
3221,M18080,M,300.7,309.6,1525,36.5,71
2329,L49508,L,299.3,308.7,1579,36.3,211
2694,M17553,M,300.1,309.6,1622,36.1,43
1949,L49128,L,298.1,308.1,1410,45.8,71
1376,M16235,M,298.8,310.3,1528,37.1,99
9462,M24321,M,298.4,309.2,1414,46.4,128
7783,M22642,M,300.4,311.6,1518,36.4,53
4964,L52143,L,303.9,312.7,1789,24.4,163
1697,L48876,L,297.9,307.6,1550,39.0,35
5720,L52899,L,302.3,312.0,1398,43.3,171
3171,M18030,M,300.4,309.7,1685,32.3,167
667,L47846,L,297.5,309.0,1470,43.5,191
4997,M19856,M,303.6,312.8,1400,43.2,23
3575,L50754,L,301.7,310.6,1406,46.0,112
750,L47929,L,296.6,308.0,1978,22.3,208
6900,L54079,L,300.9,311.6,1671,33.5,148
8904,M23763,M,297.4,308.7,1382,49.9,151
489,L47668,L,297.4,309.2,1584,42.8,186
9457,L56636,L,298.5,309.3,1630,33.3,116
3709,L50888,L,302.1,311.4,1549,44.6,31
5676,M20535,M,302.3,311.7,1453,42.5,56
7983,L55162,L,301.0,312.3,1488,42.6,107
1487,M16346,M,298.2,309.2,1524,34.6,161
6323,M21182,M,300.7,310.1,1483,40.2,162
5632,L52811,L,302.8,312.2,1515,36.8,162
7677,L54856,L,300.6,311.7,1448,49.1,206
1204,H30617,H,297.0,308.1,1410,47.6,79
4273,L51452,L,302.5,310.8,1577,36.9,158
8537,M23396,M,298.6,309.5,1426,45.4,38
8477,L55656,L,298.5,309.6,1585,32.2,89
9685,H39098,H,298.9,309.9,1376,51.0,32
8600,L55779,L,297.6,308.4,1460,40.3,195
409,M15268,M,297.4,308.6,1434,44.4,193
7341,L54520,L,299.7,310.3,1386,46.6,2
2146,L49325,L,299.3,308.8,1550,45.8,170
5486,L52665,L,302.6,312.1,1344,51.0,206
9350,M24209,M,298.2,308.7,1599,36.2,28
6104,L53283,L,300.8,310.8,1407,45.1,51
4795,L51974,L,303.6,312.6,1699,27.9,160
9232,L56411,L,298.2,309.1,1539,36.5,134
776,L47955,L,296.7,307.8,1453,46.0,33
5378,L52557,L,302.9,312.4,2030,19.1,192
9038,L56217,L,297.3,308.2,1896,24.4,47
9473,M24332,M,298.7,309.4,1375,48.3,157
3466,M18325,M,301.8,310.7,1383,45.7,44
2197,M17056,M,299.7,308.9,1551,35.4,82
4411,L51590,L,302.5,310.2,1586,32.2,64
9263,M24122,M,298.3,309.1,1404,47.0,15
5200,L52379,L,303.8,312.8,1503,40.0,154
7229,H36642,H,299.8,309.7,1368,47.4,148
9229,M24088,M,298.1,309.1,1572,37.5,126
9667,M24526,M,299.1,310.3,1838,24.0,235
1979,L49158,L,298.0,307.7,1442,43.6,148
8893,L56072,L,297.6,308.8,1475,43.0,119
7613,M22472,M,300.5,311.4,1743,27.6,46
8239,L55418,L,299.1,310.4,1519,45.3,92
8166,L55345,L,299.6,311.0,1552,33.2,139
1781,L48960,L,298.5,308.2,1595,32.3,46
5343,M20202,M,303.5,312.8,1375,45.7,89
8361,L55540,L,298.6,309.6,1540,35.8,5
9446,M24305,M,298.2,309.0,1446,45.8,80
267,H29680,H,298.0,308.1,1440,43.7,37
9734,M24593,M,298.9,310.1,1442,42.9,153
4490,L51669,L,302.5,310.4,1487,40.2,48
228,L47407,L,298.3,308.5,1539,36.1,168
8531,M23390,M,298.5,309.3,1615,31.8,23
594,L47773,L,297.5,309.6,1312,50.7,0
7794,L54973,L,300.1,311.5,1434,40.8,80
2139,L49318,L,299.3,309.0,1734,30.6,154
8649,M23508,M,297.4,308.4,1478,46.2,95
24,L47203,L,299.0,309.4,1758,25.7,68
4341,M19200,M,301.7,309.9,1533,40.9,106
2149,L49328,L,299.4,308.9,1583,34.1,176
1490,M16349,M,298.2,309.0,1723,26.6,168
4317,L51496,L,301.5,310.1,1639,33.4,47
912,M15771,M,295.6,306.1,1490,42.7,171
4818,L51997,L,303.5,312.1,1674,30.8,0
4499,H33912,H,302.6,310.4,1614,36.0,74
5151,L52330,L,304.3,313.5,1590,29.8,17
1272,H30685,H,298.0,309.4,1490,40.5,53
4089,L51268,L,301.9,310.5,1477,42.4,128
338,L47517,L,297.6,308.3,1742,27.7,13
5770,L52949,L,301.7,311.3,1348,51.0,87
9928,L57107,L,298.5,308.6,1522,36.9,53
1102,H30515,H,296.7,307.5,1607,33.6,38
9116,M23975,M,297.6,308.6,1444,48.2,46
3718,H33131,H,302.3,311.4,1443,44.1,51
7204,M22063,M,299.8,309.6,1434,48.0,82
9191,M24050,M,298.0,309.0,1439,38.5,34
5540,H34953,H,302.3,311.7,1482,39.0,127
8076,L55255,L,300.4,312.0,1366,43.0,117
7192,L54371,L,300.3,310.3,1629,34.1,52
9249,M24108,M,298.3,309.1,1488,40.6,176
6968,M21827,M,300.8,311.2,1365,51.7,111
468,L47647,L,297.2,308.5,2182,16.5,127
8278,H37691,H,298.8,310.5,1294,55.8,202
4765,M19624,M,303.7,312.0,1402,48.6,76
5080,M19939,M,304.2,313.4,1411,54.8,44
1203,M16062,M,297.0,308.1,1355,51.4,76
2423,L49602,L,298.8,308.2,1443,53.4,21
2121,H31534,H,299.2,308.8,1908,21.3,104
6869,L54048,L,301.0,311.2,1363,46.3,62
7963,L55142,L,301.0,312.2,1372,47.0,59
8507,L55686,L,298.4,309.6,1710,27.3,163
4731,L51910,L,303.3,311.7,1508,35.5,217
3446,M18305,M,301.6,310.6,1599,36.1,208
8751,L55930,L,297.3,308.5,1764,30.8,148
7452,L54631,L,300.3,311.8,1508,43.1,57
7357,L54536,L,299.6,310.2,1333,51.2,40
5206,L52385,L,303.7,312.7,1468,43.3,168
7617,M22476,M,300.6,311.4,1468,40.4,55
3411,L50590,L,301.2,310.3,1451,39.7,123
6966,L54145,L,300.7,311.0,1312,52.1,107
383,L47562,L,297.5,308.5,1335,48.0,131
8967,L56146,L,297.1,307.8,1636,30.3,90
8718,L55897,L,297.1,308.7,1474,42.3,64
7598,L54777,L,300.5,311.0,2074,18.9,9
5172,M20031,M,304.2,313.4,1329,54.5,75
1298,L48477,L,298.8,309.9,1428,42.4,132
8692,L55871,L,297.1,308.5,1555,36.2,0
7375,L54554,L,299.5,310.0,1379,50.4,85
3961,L51140,L,302.2,311.4,1390,48.1,40
346,L47525,L,297.5,308.3,1585,32.9,32
264,M15123,M,298.0,308.1,1587,32.3,30
7958,H37371,H,300.9,311.9,2140,16.5,43
276,L47455,L,298.0,308.0,1401,54.7,65
9679,M24538,M,299.1,310.2,1711,28.1,17
1194,L48373,L,297.1,308.2,1347,50.8,49
608,M15467,M,298.0,309.9,1565,33.9,40
8556,L55735,L,298.2,309.0,1596,37.2,87
7179,L54358,L,300.2,310.2,1600,31.5,23
1137,L48316,L,296.9,307.8,1557,38.1,135
6151,L53330,L,301.1,311.1,1711,29.1,170
878,M15737,M,295.6,306.2,1584,33.6,81
5281,L52460,L,303.6,312.9,1480,41.4,135
5034,L52213,L,304.0,313.1,1564,50.9,119
8194,L55373,L,299.5,310.8,1873,22.3,211
2776,L49955,L,300.1,309.4,1560,47.7,26
253,L47432,L,298.0,308.2,1620,35.8,5
302,L47481,L,297.7,308.4,1740,27.1,136
9836,L57015,L,298.4,309.3,1545,36.9,3
2125,L49304,L,299.2,308.9,1430,39.1,117
6044,M20903,M,300.7,310.9,1468,41.8,112
607,L47786,L,297.9,309.8,1461,50.5,38
1134,M15993,M,296.8,307.9,1418,47.9,127
3395,L50574,L,301.5,310.6,1405,42.3,83
9268,L56447,L,298.2,308.8,1362,57.3,28
9244,L56423,L,298.3,308.8,1454,49.0,166
2507,M17366,M,299.2,309.1,1503,34.7,6
3419,H32832,H,301.6,310.6,1555,40.4,139
8669,L55848,L,297.5,308.8,1502,45.9,150
6501,M21360,M,300.9,310.0,1416,46.6,201
7344,L54523,L,299.6,310.2,1468,48.0,9
463,L47642,L,297.4,308.7,1433,43.4,116
3922,L51101,L,302.7,311.5,1494,41.4,149
821,L48000,L,296.7,307.6,1516,37.4,146
6872,L54051,L,301.0,311.3,1349,47.0,71
6519,H35932,H,301.0,310.0,1212,67.9,30
4287,M19146,M,301.7,309.9,1434,47.9,189
7162,L54341,L,300.2,310.2,1440,42.9,191
8368,L55547,L,298.9,309.8,1390,49.9,21
8454,L55633,L,298.6,309.9,1564,37.1,30
6216,L53395,L,301.1,310.8,1521,41.0,99
3444,L50623,L,301.5,310.5,1535,39.0,204
9538,M24397,M,299.3,310.6,1457,42.1,104
8645,M23504,M,297.6,308.5,1443,38.2,85
2936,M17795,M,300.8,309.7,1680,28.2,189
7910,L55089,L,300.7,312.2,1590,38.5,148
5678,L52857,L,302.3,311.8,1281,51.7,61
7425,M22284,M,300.1,311.4,1575,29.8,210
6315,M21174,M,301.0,310.4,1793,25.0,142
7455,L54634,L,300.2,311.6,1446,47.3,66
9402,M24261,M,297.7,308.2,1720,25.6,174
470,M15329,M,297.3,308.8,1586,32.7,131
1919,M16778,M,298.1,307.9,1496,40.0,0
1275,H30688,H,298.1,309.5,1530,40.2,65
651,L47830,L,297.6,309.2,1611,33.1,155
6856,M21715,M,301.1,311.3,1654,30.7,28
5982,M20841,M,300.7,310.7,1347,46.5,183
4319,L51498,L,301.5,310.1,1541,42.2,52
2207,L49386,L,299.9,309.2,1436,52.0,107
6703,M21562,M,301.6,310.8,1664,32.0,58
5098,L52277,L,304.2,313.4,1457,49.4,96
150,L47329,L,298.4,308.3,1473,39.9,184
2826,L50005,L,300.3,309.4,1470,33.5,148
2469,M17328,M,298.9,308.6,1524,40.4,131
4076,L51255,L,302.0,310.6,1583,38.9,94
4429,L51608,L,302.4,310.1,1906,21.2,110
3652,L50831,L,302.1,311.5,1444,44.9,97
6908,L54087,L,300.9,311.3,1449,40.2,168
8492,L55671,L,298.5,309.5,1579,38.6,126
4523,M19382,M,302.5,310.5,1918,21.6,131
5817,L52996,L,301.3,311.0,1582,35.6,202
4560,L51739,L,302.7,310.7,1433,43.7,13
1078,L48257,L,296.8,307.6,1547,36.5,179
7298,L54477,L,300.1,310.5,1500,39.8,107
9952,L57131,L,298.2,307.8,1355,59.4,115
9169,H38582,H,297.6,308.8,1385,44.4,181
1847,H31260,H,297.7,307.3,1514,38.6,19
4133,M18992,M,301.8,310.3,1409,52.5,26
2553,H31966,H,299.3,309.1,1552,40.7,120
7361,L54540,L,299.5,310.1,1585,35.2,50
7102,L54281,L,300.8,310.2,1850,22.8,33
2960,M17819,M,300.7,309.4,1589,35.0,52
4897,M19756,M,303.7,312.4,1642,32.3,206
1481,M16340,M,298.2,309.3,2056,18.7,144
7720,H37133,H,300.6,311.7,1535,33.3,92
259,L47438,L,298.1,308.2,1482,37.9,17
6485,H35898,H,300.6,309.8,1913,22.5,157
7926,M22785,M,300.7,311.9,1697,28.2,191
9816,M24675,M,298.4,309.1,1576,38.8,167
7312,H36725,H,300.0,310.5,1558,36.7,137
1008,M15867,M,296.2,307.2,1633,31.1,0
6138,M20997,M,300.9,310.8,1988,19.7,136
8111,H37524,H,300.3,311.8,2141,18.5,204
5209,L52388,L,303.8,312.7,1664,29.3,178
4310,M19169,M,301.3,309.9,1501,39.5,27
3418,L50597,L,301.6,310.6,1621,33.7,137
2639,L49818,L,299.8,309.5,1739,27.5,128
3956,L51135,L,302.3,311.5,1448,49.6,28
1483,M16342,M,298.1,309.1,1448,52.5,150
609,L47788,L,298.0,309.9,1403,47.7,43
684,L47863,L,297.7,309.0,1874,24.4,28
4811,M19670,M,303.4,312.1,1499,39.4,197
3757,L50936,L,302.3,311.1,1546,33.1,156
2948,L50127,L,300.7,309.5,1592,29.0,17
1085,M15944,M,297.0,307.7,1498,47.1,199
8789,L55968,L,297.4,308.5,1369,53.2,43
7025,L54204,L,300.6,310.6,2127,18.7,53
9474,L56653,L,298.7,309.5,1446,40.0,160
5716,H35129,H,302.2,311.9,1597,35.8,160
3869,M18728,M,302.7,311.7,1759,29.9,5
152,M15011,M,298.4,308.2,1463,37.6,188
8122,L55301,L,300.2,311.6,1827,27.0,22
3693,L50872,L,302.1,311.3,1758,24.4,200
3313,L50492,L,301.4,310.4,1639,28.9,94
3867,L51046,L,302.6,311.6,1311,53.2,0
4839,H34252,H,303.3,311.8,1649,29.4,49
7767,L54946,L,300.3,311.4,1318,52.7,13
2014,L49193,L,298.6,308.4,1485,42.9,38
5859,L53038,L,301.3,311.0,1348,44.5,78
7686,L54865,L,300.8,311.7,1397,43.5,227
389,L47568,L,297.6,308.7,1455,48.2,145
8116,L55295,L,300.4,311.8,1367,57.2,10
5704,H35117,H,302.3,311.7,1456,45.4,130
9508,L56687,L,299.3,310.5,1505,38.8,30
3602,L50781,L,301.7,310.5,1377,43.1,183
1105,L48284,L,296.6,307.4,1389,42.7,48
3033,M17892,M,300.6,309.8,1447,42.9,12
213,H29626,H,298.4,308.7,1344,52.9,130
134,M14993,M,298.7,308.4,1430,49.6,135
6207,M21066,M,300.8,310.6,1669,28.4,79
2317,L49496,L,299.2,308.8,1542,39.2,179
9878,L57057,L,298.8,309.7,1374,58.6,123
7847,M22706,M,300.2,311.6,1608,35.0,212
3328,M18187,M,301.5,310.6,2432,14.2,126
1449,M16308,M,299.0,310.3,1657,31.0,70
6802,L53981,L,301.1,310.7,1334,48.2,106
8147,L55326,L,299.6,310.9,1533,31.8,91
1259,L48438,L,297.5,308.9,1427,50.4,17
6414,L53593,L,300.4,310.1,1614,33.5,191
2220,M17079,M,299.6,309.1,1435,48.4,143
6533,H35946,H,301.2,310.6,1352,52.0,69
1094,M15953,M,296.8,307.5,1443,39.2,13
6234,L53413,L,301.2,310.9,1467,37.1,153
9939,L57118,L,298.3,308.1,1528,33.9,82
8371,L55550,L,298.8,309.8,1634,33.6,27
2719,L49898,L,299.5,309.1,1357,47.3,106
7726,L54905,L,300.6,311.7,1744,26.9,111
6353,L53532,L,300.0,309.6,1496,38.8,27
4306,L51485,L,301.6,310.1,1687,26.6,16
5302,L52481,L,303.8,313.1,1309,55.8,193
7768,H37181,H,300.2,311.4,1319,54.6,15
9874,L57053,L,298.9,309.8,1616,36.5,110
4890,L52069,L,303.7,312.5,1632,36.6,186
3592,M18451,M,301.7,310.5,1458,41.4,153
3226,L50405,L,300.6,309.4,1474,40.7,87
1003,L48182,L,296.3,307.2,1646,35.0,192
4629,M19488,M,303.0,311.1,1597,36.7,191
9130,L56309,L,297.6,308.6,1664,30.1,81
6241,M21100,M,301.2,310.7,1394,42.8,168
4669,H34082,H,303.3,311.4,1692,27.9,55
679,M15538,M,297.8,309.2,1295,61.2,12
1804,L48983,L,298.1,307.7,1388,40.3,109
7442,M22301,M,299.9,311.4,1337,54.8,32
5477,M20336,M,302.6,312.1,1445,42.0,181
4549,L51728,L,302.6,310.5,1511,37.2,197
6174,L53353,L,300.8,310.7,1633,27.8,0
7176,L54355,L,300.1,310.1,1569,43.5,17
3704,M18563,M,302.0,311.2,1418,49.5,17
8098,L55277,L,300.3,311.7,1452,41.5,172
8172,H37585,H,300.0,311.4,1641,34.5,155
9493,L56672,L,299.1,309.9,1586,36.6,215
6032,L53211,L,300.6,310.7,1455,40.6,82
7964,L55143,L,301.0,312.2,1510,39.9,61
7978,L55157,L,301.2,312.4,1378,59.0,95
6073,M20932,M,300.9,310.8,1695,30.2,188
1252,M16111,M,297.4,308.8,1359,48.7,220
1644,L48823,L,298.0,307.8,1453,37.7,119
56,L47235,L,298.8,309.1,1512,40.7,156
644,M15503,M,297.8,309.4,1495,36.5,132
9703,L56882,L,298.9,310.0,1633,31.2,76
3865,M18724,M,302.5,311.4,1629,31.7,225
9326,M24185,M,298.6,309.3,1510,40.8,177
753,L47932,L,296.9,308.1,1422,48.7,215
440,M15299,M,297.4,308.3,1535,34.6,51
6100,H35513,H,300.9,310.7,1609,28.7,39
9439,M24298,M,298.1,308.7,1315,56.8,59
5939,L53118,L,300.5,310.4,1702,33.1,71
558,M15417,M,297.5,309.4,1433,48.3,139
1986,L49165,L,298.1,307.7,1537,40.8,169
5889,M20748,M,301.5,311.1,1507,38.6,149
6098,H35511,H,300.9,310.8,1477,38.4,31
7093,L54272,L,300.7,310.2,1493,35.9,10
5226,M20085,M,304.0,313.2,1437,53.9,7
3161,M18020,M,300.4,309.7,1367,51.2,143
8694,M23553,M,297.2,308.5,1584,40.0,4
7418,M22277,M,300.1,311.3,1495,41.0,193
1747,L48926,L,298.4,308.0,1526,41.1,162
3342,H32755,H,301.4,310.7,1329,52.0,160
2851,L50030,L,300.4,309.3,1671,35.0,209
4258,M19117,M,302.6,311.0,1589,39.0,122
3656,L50835,L,302.1,311.4,1686,30.9,106
9735,H39148,H,298.9,310.1,1458,44.3,156
2160,M17019,M,299.5,309.0,1602,31.3,210
330,H29743,H,297.7,308.5,1720,29.9,210
673,M15532,M,297.6,308.9,1433,43.2,206
9699,L56878,L,298.8,309.8,1663,28.2,67
6889,M21748,M,300.9,311.4,1434,45.4,118
5505,L52684,L,302.8,312.2,1458,51.0,42
4057,L51236,L,301.9,310.9,1597,36.9,50
9855,H39268,H,298.6,309.4,1362,45.3,56
8376,M23235,M,298.8,309.6,1384,48.2,39
244,L47423,L,298.0,308.2,1442,44.1,204
3413,L50592,L,301.3,310.3,1313,55.6,127
8953,M23812,M,297.2,308.0,1478,42.5,56
9989,L57168,L,298.9,308.6,1771,24.1,213
2945,L50124,L,300.7,309.6,1505,34.9,7
5179,H34592,H,304.0,313.2,1517,43.1,96
1632,L48811,L,298.0,308.0,1433,39.2,87
9097,L56276,L,297.2,308.1,1712,30.9,204
926,H30339,H,295.6,306.1,1623,30.9,210
5495,L52674,L,302.8,312.4,1368,49.5,10
918,L48097,L,295.3,305.7,1475,51.0,187
5451,H34864,H,303.1,312.8,1435,41.9,115
2295,L49474,L,299.4,308.8,1627,32.6,124
1187,L48366,L,297.3,308.4,1417,47.8,31
9769,L56948,L,298.6,309.6,1611,35.7,23
6842,M21701,M,301.1,311.2,1591,35.0,208
1601,M16460,M,297.8,307.8,1543,43.7,8
3651,L50830,L,302.1,311.4,1446,39.7,95
4598,M19457,M,303.0,311.1,1490,43.0,108
475,L47654,L,297.4,309.1,1478,49.8,150
2750,M17609,M,299.7,309.2,1685,28.9,179
9631,L56810,L,299.0,310.1,1583,35.8,142
7173,M22032,M,300.1,310.1,1402,46.6,10
2212,M17071,M,299.6,309.0,1245,64.0,120
7851,M22710,M,300.3,311.7,1447,36.8,0
5240,L52419,L,303.7,313.0,1753,29.0,42
959,L48138,L,295.8,306.4,1399,47.6,84
7108,H36521,H,300.9,310.5,1512,41.2,49
991,L48170,L,296.2,307.0,1414,48.3,162
3797,M18656,M,302.1,310.8,1504,37.5,42
8780,M23639,M,297.5,308.6,1349,51.5,21
8990,L56169,L,297.2,307.9,1469,48.2,144
2720,L49899,L,299.5,309.2,1690,29.2,108
1463,L48642,L,298.9,310.2,1706,27.6,103
7208,M22067,M,299.7,309.6,1540,34.4,91
6635,L53814,L,301.5,310.5,1396,44.5,117
1049,L48228,L,296.5,307.6,1607,33.5,104
8327,H37740,H,298.6,309.5,1523,34.2,119
6407,L53586,L,300.2,309.8,1526,45.6,175
2522,L49701,L,298.8,308.6,1584,34.4,42
9773,L56952,L,298.5,309.5,1561,34.8,35
3470,M18329,M,301.8,310.7,1429,47.9,53
3589,M18448,M,301.7,310.6,1505,44.5,146
9113,M23972,M,297.6,308.6,1482,38.3,39
