udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
7403,M22262,M,299.8,310.8,1463,43.5,156,No Failure
7404,L54583,L,299.8,310.8,1376,48.6,159,No Failure
7405,L54584,L,299.8,310.8,1553,32.2,161,No Failure
7406,M22265,M,299.8,310.8,1530,35.2,163,No Failure
7407,L54586,L,299.8,310.9,1545,40.7,166,No Failure
7408,H36821,H,299.8,310.9,1427,47.2,168,No Failure
7409,L54588,L,299.9,310.9,1292,51.1,173,No Failure
7410,L54589,L,299.8,310.9,2084,17.6,175,No Failure
7411,L54590,L,299.9,311.0,1747,27.6,177,No Failure
7413,L54592,L,300.0,311.0,1637,33.6,181,No Failure
7414,M22273,M,300.1,311.1,1616,35.2,183,No Failure
7415,L54594,L,300.1,311.1,1619,33.4,186,No Failure
7417,M22276,M,300.1,311.2,1452,42.4,190,No Failure
7421,L54600,L,300.1,311.3,1547,40.0,201,No Failure
7422,M22281,M,300.1,311.4,1342,48.5,203,No Failure
7424,L54603,L,300.0,311.3,1407,47.3,208,No Failure
7426,M22285,M,300.0,311.4,1791,24.1,213,No Failure
7427,M22286,M,300.0,311.4,1692,29.0,216,Tool Wear Failure
7428,L54607,L,300.0,311.4,1634,31.9,0,No Failure
7429,M22288,M,300.0,311.4,1864,23.3,2,No Failure
7430,L54609,L,300.0,311.4,1590,33.6,5,No Failure
7431,M22290,M,300.0,311.4,1384,46.1,7,No Failure
7432,M22291,M,300.0,311.4,1352,61.8,10,No Failure
7434,M22293,M,300.1,311.4,1913,21.9,15,No Failure
7435,L54614,L,300.0,311.4,1508,38.2,18,No Failure
7436,L54615,L,299.9,311.3,1504,40.7,20,No Failure
7439,L54618,L,299.9,311.3,1647,27.5,26,No Failure
7440,L54619,L,300.0,311.3,1493,41.4,28,No Failure
7441,L54620,L,300.0,311.4,1655,29.6,30,No Failure
7443,L54622,L,300.0,311.5,1601,36.9,35,No Failure
7444,H36857,H,300.1,311.6,1589,37.9,37,No Failure
7445,L54624,L,300.2,311.7,1286,55.1,42,No Failure
7446,L54625,L,300.2,311.7,1553,41.3,44,No Failure
7447,L54626,L,300.2,311.8,1379,51.0,46,No Failure
7448,M22307,M,300.3,311.9,1677,30.8,48,No Failure
7449,L54628,L,300.3,311.8,1488,38.4,51,No Failure
7450,L54629,L,300.3,311.8,1418,45.9,53,No Failure
7453,L54632,L,300.3,311.7,1579,33.6,59,No Failure
7454,H36867,H,300.3,311.7,1432,47.7,61,No Failure
7456,M22315,M,300.2,311.7,1597,39.5,68,No Failure
7457,M22316,M,300.2,311.7,1397,50.2,71,No Failure
7458,L54637,L,300.1,311.6,1530,36.6,74,No Failure
7459,M22318,M,300.1,311.6,1433,51.4,76,No Failure
7461,L54640,L,300.0,311.5,1445,41.6,81,No Failure
7462,L54641,L,300.0,311.5,1749,28.3,83,No Failure
7463,L54642,L,300.0,311.3,1703,30.4,85,No Failure
7464,H36877,H,300.1,311.4,1518,46.9,87,No Failure
7467,H36880,H,300.3,311.6,1801,23.6,97,No Failure
7469,L54648,L,300.3,311.6,1560,37.7,107,No Failure
7471,L54650,L,300.4,311.6,1332,54.6,111,No Failure
7472,L54651,L,300.3,311.7,1365,53.3,113,No Failure
7473,M22332,M,300.3,311.6,1617,32.5,115,No Failure
7474,M22333,M,300.3,311.6,1304,62.8,118,No Failure
7475,L54654,L,300.3,311.7,1989,22.3,121,No Failure
7479,L54658,L,300.1,311.3,1479,39.5,133,No Failure
7480,M22339,M,300.1,311.3,1523,34.1,135,No Failure
7481,M22340,M,300.2,311.4,1570,35.3,138,No Failure
7484,L54663,L,300.2,311.6,1671,28.8,149,No Failure
7485,M22344,M,300.3,311.6,1312,53.4,151,No Failure
7486,L54665,L,300.3,311.6,1595,38.8,154,No Failure
7487,L54666,L,300.3,311.7,1635,31.8,156,No Failure
7489,L54668,L,300.3,311.7,1545,43.5,160,Random Failures
7490,M22349,M,300.2,311.6,1751,28.0,162,No Failure
7491,M22350,M,300.4,311.8,1707,30.0,165,No Failure
7493,M22352,M,300.3,311.7,1319,51.4,170,No Failure
7494,L54673,L,300.2,311.7,1448,54.2,173,No Failure
7495,L54674,L,300.2,311.8,1436,48.2,175,No Failure
7496,L54675,L,300.3,311.9,1609,34.0,177,No Failure
7498,M22357,M,300.3,311.8,1483,45.1,181,No Failure
7499,M22358,M,300.2,311.8,1748,28.5,184,No Failure
7501,L54680,L,300.2,311.8,1410,51.4,189,No Failure
7502,L54681,L,300.2,311.7,1640,30.8,191,No Failure
7503,H36916,H,300.3,311.7,1655,29.9,193,No Failure
7504,M22363,M,300.3,311.7,1646,28.9,198,No Failure
7505,L54684,L,300.4,311.8,1589,42.0,201,No Failure
7506,L54685,L,300.5,311.9,1546,39.4,203,No Failure
7507,L54686,L,300.5,311.9,1511,41.8,205,No Failure
7508,L54687,L,300.5,311.9,1750,28.3,207,No Failure
7510,L54689,L,300.6,311.9,1372,60.1,212,Overstrain Failure
7511,L54690,L,300.5,311.8,1524,38.9,214,Tool Wear Failure
7512,L54691,L,300.4,311.8,1601,36.1,0,No Failure
7514,L54693,L,300.4,311.8,2261,14.9,5,No Failure
7515,L54694,L,300.4,311.8,1636,32.3,7,No Failure
7516,M22375,M,300.4,311.9,1335,58.3,9,No Failure
7517,M22376,M,300.3,311.7,1236,57.5,12,No Failure
7518,L54697,L,300.3,311.7,1445,47.3,15,No Failure
7519,L54698,L,300.2,311.5,1500,40.8,17,No Failure
7520,L54699,L,300.2,311.6,1999,21.0,19,No Failure
7522,M22381,M,300.2,311.6,1467,40.7,23,No Failure
7523,L54702,L,300.1,311.5,1334,54.0,26,No Failure
7524,M22383,M,300.1,311.5,1343,46.2,28,No Failure
7526,H36939,H,300.1,311.5,1383,49.1,33,No Failure
7528,L54707,L,300.1,311.3,1470,45.2,40,No Failure
7530,L54709,L,300.1,311.4,1467,35.7,45,No Failure
7531,M22390,M,300.1,311.4,1617,39.3,47,No Failure
7532,H36945,H,300.1,311.4,1377,56.7,50,No Failure
7534,L54713,L,300.0,311.2,1504,37.9,58,No Failure
7535,L54714,L,300.0,311.2,1418,47.3,60,No Failure
7536,L54715,L,300.0,311.2,1629,31.7,62,No Failure
7538,L54717,L,300.1,311.3,1305,64.7,66,No Failure
7539,M22398,M,300.2,311.4,1450,38.5,68,No Failure
7541,M22400,M,300.2,311.3,1587,31.2,73,No Failure
7542,M22401,M,300.3,311.5,1528,40.9,76,No Failure
7544,L54723,L,300.3,311.5,1446,45.0,82,No Failure
7545,L54724,L,300.2,311.4,1425,44.2,84,No Failure
7546,L54725,L,300.2,311.4,1891,22.6,86,No Failure
7548,L54727,L,300.1,311.4,1430,40.9,93,No Failure
7549,L54728,L,300.2,311.4,1495,43.6,95,No Failure
7550,L54729,L,300.3,311.4,1544,41.6,97,No Failure
7551,M22410,M,300.3,311.4,1554,34.3,99,No Failure
7552,M22411,M,300.2,311.3,1491,37.3,102,No Failure
7553,L54732,L,300.3,311.3,1525,40.7,105,No Failure
7559,M22418,M,300.3,311.4,1386,48.1,119,No Failure
7561,M22420,M,300.3,311.3,1377,53.8,125,No Failure
7562,L54741,L,300.3,311.1,1388,49.4,128,No Failure
7563,M22422,M,300.3,311.1,1350,58.7,130,No Failure
7564,M22423,M,300.4,311.2,1831,23.4,133,No Failure
7566,M22425,M,300.3,311.2,1783,25.6,139,No Failure
7570,L54749,L,300.2,311.0,1255,71.8,149,Power Failure
7571,H36984,H,300.2,311.0,1777,27.5,151,No Failure
7572,L54751,L,300.3,311.1,1606,30.9,156,No Failure
7573,L54752,L,300.3,311.1,1676,28.6,158,No Failure
7574,L54753,L,300.3,311.1,1605,37.1,160,No Failure
7575,L54754,L,300.4,311.1,1487,37.4,162,No Failure
7576,L54755,L,300.4,311.2,1471,46.5,164,No Failure
7579,L54758,L,300.4,311.2,1673,28.9,171,No Failure
7582,M22441,M,300.4,311.2,1366,56.1,177,No Failure
7585,L54764,L,300.4,311.2,1472,37.3,187,No Failure
7586,L54765,L,300.4,311.1,1397,50.8,189,No Failure
7587,L54766,L,300.4,311.1,1589,35.5,191,No Failure
7591,M22450,M,300.4,311.0,1433,46.1,199,No Failure
7593,M22452,M,300.5,311.2,1551,36.6,205,No Failure
7594,L54773,L,300.5,311.2,1270,67.5,208,Overstrain Failure
7595,L54774,L,300.6,311.3,1531,38.5,0,No Failure
7596,H37009,H,300.5,311.2,1397,45.2,2,No Failure
7597,L54776,L,300.5,311.1,1547,37.2,7,No Failure
7599,L54778,L,300.5,311.1,1491,42.6,11,No Failure
7600,L54779,L,300.5,311.0,1759,28.3,13,No Failure
7601,M22460,M,300.4,311.0,1595,35.4,15,No Failure
7604,L54783,L,300.4,311.2,1406,43.6,22,No Failure
7605,L54784,L,300.4,311.3,1639,34.6,24,No Failure
7606,H37019,H,300.4,311.3,2026,20.3,26,No Failure
7607,M22466,M,300.4,311.3,1350,56.5,31,No Failure
7610,L54789,L,300.5,311.3,1490,41.8,39,No Failure
7612,L54791,L,300.5,311.4,1611,32.7,44,No Failure
7614,L54793,L,300.5,311.3,1475,46.3,49,No Failure
7616,L54795,L,300.5,311.4,1442,47.0,53,No Failure
7618,L54797,L,300.5,311.4,1556,45.3,58,No Failure
7621,L54800,L,300.5,311.5,1651,36.9,65,No Failure
7622,L54801,L,300.5,311.5,1490,38.4,67,No Failure
7623,M22482,M,300.6,311.6,1473,31.5,69,No Failure
7624,L54803,L,300.6,311.7,1734,29.9,72,No Failure
7626,L54805,L,300.6,311.7,1556,34.9,76,No Failure
7627,H37040,H,300.5,311.6,1351,53.5,78,No Failure
7629,L54808,L,300.5,311.7,1619,32.7,85,No Failure
7630,M22489,M,300.5,311.7,1269,64.0,87,No Failure
7631,L54810,L,300.5,311.6,1534,37.7,90,No Failure
7633,L54812,L,300.5,311.6,1744,26.8,94,No Failure
7634,L54813,L,300.4,311.5,1441,44.6,96,No Failure
7635,M22494,M,300.3,311.3,1506,40.7,98,No Failure
7636,L54815,L,300.3,311.4,1526,38.5,101,No Failure
7637,L54816,L,300.4,311.5,1704,29.7,103,No Failure
7639,L54818,L,300.5,311.5,1661,35.9,110,No Failure
7640,L54819,L,300.5,311.4,1466,41.8,112,No Failure
7641,L54820,L,300.4,311.3,1608,35.1,114,No Failure
7643,M22502,M,300.4,311.4,1604,31.7,119,No Failure
7644,H37057,H,300.4,311.4,1427,50.7,122,No Failure
7645,L54824,L,300.4,311.4,1424,44.6,127,No Failure
7646,L54825,L,300.4,311.4,1662,29.3,129,No Failure
7647,L54826,L,300.4,311.4,1936,23.9,131,No Failure
7648,L54827,L,300.4,311.4,1728,31.7,133,No Failure
7651,L54830,L,300.3,311.4,1343,57.7,142,No Failure
7652,M22511,M,300.4,311.5,1476,32.6,144,No Failure
7655,M22514,M,300.3,311.5,1540,41.5,151,No Failure
7657,L54836,L,300.5,311.6,1541,47.8,156,No Failure
7659,M22518,M,300.4,311.6,1359,55.4,160,No Failure
7660,L54839,L,300.5,311.6,1528,42.4,163,No Failure
7662,L54841,L,300.5,311.6,1575,32.5,168,No Failure
7663,M22522,M,300.5,311.6,1658,30.4,170,No Failure
7664,L54843,L,300.5,311.6,1385,54.8,173,No Failure
7665,H37078,H,300.5,311.7,1454,50.3,175,No Failure
7666,L54845,L,300.5,311.6,1497,40.5,180,No Failure
7667,M22526,M,300.6,311.7,1424,50.8,182,No Failure
7669,L54848,L,300.6,311.8,1539,37.0,187,No Failure
7671,L54850,L,300.5,311.6,1525,37.6,191,No Failure
7672,M22531,M,300.5,311.6,1456,51.1,193,No Failure
7673,M22532,M,300.5,311.7,2141,17.2,196,No Failure
7674,M22533,M,300.5,311.6,1476,39.1,199,No Failure
7678,L54857,L,300.6,311.7,1428,52.6,208,No Failure
7679,M22538,M,300.6,311.7,1389,52.1,210,No Failure
7681,L54860,L,300.7,311.7,1395,43.7,215,No Failure
7683,M22542,M,300.7,311.7,1412,49.1,219,No Failure
7685,M22544,M,300.7,311.8,1407,42.4,224,No Failure
7688,M22547,M,300.7,311.7,2097,18.9,232,Tool Wear Failure
7690,L54869,L,300.6,311.7,1432,39.2,2,No Failure
7691,M22550,M,300.5,311.6,1577,36.5,4,No Failure
7692,M22551,M,300.5,311.5,1370,56.1,7,No Failure
7699,L54878,L,300.6,311.5,1419,38.6,31,No Failure
7700,M22559,M,300.7,311.5,1441,40.6,33,No Failure
7701,M22560,M,300.7,311.6,1348,62.5,36,No Failure
7702,H37115,H,300.8,311.7,1468,38.7,39,No Failure
7703,M22562,M,300.7,311.7,1701,30.8,44,No Failure
7704,H37117,H,300.7,311.7,1864,23.6,47,No Failure
7705,M22564,M,300.6,311.6,1630,31.8,52,No Failure
7706,L54885,L,300.5,311.5,1316,49.7,55,No Failure
7707,L54886,L,300.5,311.5,1708,31.2,57,No Failure
7709,L54888,L,300.5,311.4,1709,32.3,64,No Failure
7710,L54889,L,300.5,311.4,1445,41.5,66,No Failure
7712,L54891,L,300.4,311.4,1309,55.5,71,No Failure
7713,L54892,L,300.5,311.5,1499,37.6,73,No Failure
7714,M22573,M,300.5,311.4,2072,18.8,75,No Failure
7715,L54894,L,300.5,311.5,1487,43.0,78,No Failure
7716,L54895,L,300.5,311.5,1302,49.6,80,No Failure
7717,M22576,M,300.5,311.5,1378,48.2,82,No Failure
7718,L54897,L,300.5,311.6,1365,53.0,85,No Failure
7719,H37132,H,300.6,311.7,1427,44.6,87,No Failure
7721,H37134,H,300.5,311.6,1476,41.7,97,No Failure
7722,L54901,L,300.5,311.6,1425,42.4,102,No Failure
7723,L54902,L,300.5,311.7,1409,54.7,104,No Failure
7725,M22584,M,300.5,311.6,1454,41.4,108,No Failure
7727,M22586,M,300.8,311.9,1761,29.0,113,No Failure
7728,M22587,M,300.7,311.9,1657,30.9,116,No Failure
7729,L54908,L,300.7,311.8,1420,47.0,119,No Failure
7730,H37143,H,300.7,311.9,1329,59.2,121,No Failure
7732,L54911,L,300.6,312.0,1566,30.1,128,No Failure
7733,L54912,L,300.6,312.0,1430,42.7,130,No Failure
7734,L54913,L,300.6,312.0,1481,40.9,132,No Failure
7735,L54914,L,300.6,312.0,1670,29.4,134,No Failure
7737,H37150,H,300.6,312.1,1354,46.9,138,No Failure
7739,M22598,M,300.5,312.0,1263,60.8,146,No Failure
7740,L54919,L,300.5,311.9,1576,31.1,149,No Failure
7741,L54920,L,300.5,312.0,1453,45.1,151,No Failure
7742,L54921,L,300.5,312.0,1478,39.0,153,No Failure
7743,M22602,M,300.5,311.9,1323,57.9,155,No Failure
7744,L54923,L,300.5,311.9,1710,28.4,158,No Failure
7745,L54924,L,300.4,311.7,1314,59.5,160,No Failure
7746,L54925,L,300.4,311.7,1460,39.6,162,No Failure
7748,M22607,M,300.5,311.8,1331,55.3,167,No Failure
7749,L54928,L,300.4,311.7,1515,47.4,170,No Failure
7751,L54930,L,300.4,311.7,1444,51.2,174,No Failure
7752,M22611,M,300.4,311.7,1398,42.6,176,No Failure
7754,M22613,M,300.5,311.8,1591,42.0,182,No Failure
7755,M22614,M,300.4,311.7,1478,39.9,185,No Failure
7756,M22615,M,300.4,311.8,1362,47.6,188,No Failure
7757,L54936,L,300.5,311.8,1368,57.9,191,Overstrain Failure
7760,L54939,L,300.4,311.8,1272,59.2,198,Overstrain Failure
7761,M22620,M,300.4,311.7,1511,33.0,200,No Failure
7762,H37175,H,300.4,311.6,1715,30.8,203,No Failure
7763,M22622,M,300.3,311.5,1400,43.8,0,No Failure
7764,L54943,L,300.4,311.6,1200,76.6,3,Power Failure
7766,H37179,H,300.3,311.6,1427,56.2,8,No Failure
7769,M22628,M,300.2,311.4,1960,20.9,20,No Failure
7771,L54950,L,300.3,311.5,1548,32.2,25,No Failure
7772,L54951,L,300.3,311.6,1709,29.5,27,No Failure
7773,H37186,H,300.3,311.5,1464,41.0,29,No Failure
7775,L54954,L,300.3,311.5,1634,31.9,36,No Failure
7776,L54955,L,300.3,311.5,1663,33.6,38,No Failure
7777,M22636,M,300.3,311.5,1445,47.3,40,No Failure
7779,L54958,L,300.4,311.6,1517,39.0,45,No Failure
7781,L54960,L,300.4,311.6,1815,23.5,49,No Failure
7782,L54961,L,300.4,311.7,1513,40.0,51,No Failure
7784,L54963,L,300.3,311.5,1667,28.8,56,No Failure
7787,L54966,L,300.3,311.5,1466,46.2,62,No Failure
7788,L54967,L,300.3,311.5,1378,47.5,64,No Failure
7789,M22648,M,300.2,311.5,1547,40.9,66,No Failure
7790,L54969,L,300.2,311.5,1495,38.5,69,No Failure
7791,L54970,L,300.1,311.4,1729,29.3,71,No Failure
7793,H37206,H,300.1,311.4,1485,40.4,75,No Failure
7796,H37209,H,300.1,311.6,1674,29.6,85,No Failure
7802,L54981,L,300.0,311.4,1383,49.6,101,No Failure
7804,M22663,M,299.8,311.3,1517,41.2,105,No Failure
7805,M22664,M,299.9,311.4,1480,44.9,108,No Failure
7806,L54985,L,299.9,311.4,1706,28.8,111,No Failure
7807,L54986,L,300.0,311.5,1349,48.6,113,No Failure
7808,M22667,M,300.0,311.5,1451,49.0,115,No Failure
7810,M22669,M,300.0,311.4,1537,35.4,120,No Failure
7812,M22671,M,300.0,311.4,1466,39.0,125,No Failure
7814,L54993,L,300.0,311.5,1455,41.7,130,No Failure
7815,L54994,L,300.0,311.4,1927,24.6,132,No Failure
7816,M22675,M,299.9,311.3,1703,28.4,134,No Failure
7817,L54996,L,299.8,311.2,1533,35.9,137,No Failure
7818,H37231,H,299.8,311.3,1785,25.4,139,No Failure
7819,L54998,L,299.8,311.2,2142,16.6,144,No Failure
7820,L54999,L,299.8,311.2,1369,46.2,146,No Failure
7821,M22680,M,299.8,311.2,1706,29.2,148,No Failure
7822,L55001,L,299.9,311.3,1802,24.4,151,No Failure
7823,H37236,H,299.9,311.3,1413,41.8,153,No Failure
7824,L55003,L,300.0,311.3,1484,53.2,158,No Failure
7825,L55004,L,299.9,311.3,1535,38.1,160,No Failure
7826,M22685,M,299.9,311.2,1579,35.5,162,No Failure
7827,L55006,L,299.8,311.1,1300,64.2,165,No Failure
7829,M22688,M,299.8,311.1,1562,35.7,170,No Failure
7830,L55009,L,299.8,311.2,1664,28.3,173,No Failure
7831,H37244,H,299.9,311.2,1495,35.8,175,No Failure
7833,L55012,L,300.0,311.4,1484,37.0,183,No Failure
7836,L55015,L,300.1,311.5,1549,34.7,189,No Failure
7837,L55016,L,300.1,311.4,1604,35.0,191,No Failure
7838,L55017,L,300.2,311.5,1685,31.0,193,No Failure
7839,L55018,L,300.2,311.6,1372,49.2,195,No Failure
7840,L55019,L,300.3,311.6,1374,47.4,197,No Failure
7841,L55020,L,300.2,311.6,1606,31.0,199,No Failure
7842,L55021,L,300.1,311.5,1471,47.2,201,No Failure
7845,L55024,L,300.1,311.7,1503,42.6,208,No Failure
7846,L55025,L,300.2,311.8,1798,23.2,210,No Failure
7848,L55027,L,300.2,311.6,1322,50.9,215,No Failure
7850,M22709,M,300.3,311.7,1374,47.9,222,Tool Wear Failure
7855,L55034,L,300.3,311.8,1551,37.2,9,No Failure
7856,M22715,M,300.3,311.8,1592,32.1,11,No Failure
7857,L55036,L,300.4,311.8,1433,42.2,14,No Failure
7858,L55037,L,300.5,311.9,1432,43.1,16,No Failure
7859,L55038,L,300.5,311.9,1350,51.7,18,No Failure
7862,L55041,L,300.5,312.0,1498,42.9,25,No Failure
7863,M22722,M,300.5,312.0,1382,54.1,27,No Failure
7864,M22723,M,300.5,311.9,1511,44.5,30,No Failure
7866,L55045,L,300.5,311.9,1383,50.5,35,No Failure
7867,L55046,L,300.5,311.9,1431,49.4,37,No Failure
7868,L55047,L,300.5,312.0,1461,38.1,39,No Failure
7869,H37282,H,300.4,311.9,1438,46.7,41,Random Failures
7871,M22730,M,300.6,312.1,1293,52.3,49,No Failure
7875,L55054,L,300.7,312.3,1548,37.9,58,No Failure
7877,H37290,H,300.7,312.2,1335,49.0,62,No Failure
7878,L55057,L,300.7,312.3,1420,53.8,67,No Failure
7881,H37294,H,300.7,312.4,1457,47.2,74,No Failure
7882,L55061,L,300.8,312.4,1493,39.1,79,No Failure
7884,H37297,H,300.7,312.3,1446,45.4,86,No Failure
7885,L55064,L,300.8,312.4,1465,59.1,91,Power Failure
7886,L55065,L,300.7,312.3,1590,36.3,93,No Failure
7887,M22746,M,300.6,312.2,2174,18.5,95,No Failure
7888,L55067,L,300.7,312.4,1590,37.9,98,No Failure
7889,L55068,L,300.7,312.3,1577,33.2,100,No Failure
7892,L55071,L,300.8,312.5,1517,39.2,107,No Failure
7893,M22752,M,300.9,312.6,1555,40.6,109,No Failure
7894,L55073,L,300.9,312.7,1416,43.8,112,No Failure
7895,M22754,M,300.8,312.6,1588,35.6,114,No Failure
7896,L55075,L,300.8,312.6,1422,50.0,117,No Failure
7897,L55076,L,300.8,312.6,1376,53.6,119,No Failure
7898,L55077,L,300.8,312.5,1434,50.7,121,No Failure
7899,L55078,L,300.8,312.5,1423,47.3,123,No Failure
7900,L55079,L,300.9,312.4,1364,52.5,125,No Failure
7901,L55080,L,300.8,312.4,1825,23.8,127,No Failure
7902,L55081,L,300.8,312.4,1365,44.5,129,No Failure
7904,L55083,L,300.8,312.3,1435,44.8,134,No Failure
7905,M22764,M,300.8,312.4,1811,25.1,136,No Failure
7906,M22765,M,300.8,312.4,1465,43.7,139,No Failure
7907,L55086,L,300.9,312.4,1372,51.0,142,No Failure
7909,L55088,L,300.7,312.3,1715,26.8,146,No Failure
7912,L55091,L,300.7,312.1,1512,36.9,153,No Failure
7913,L55092,L,300.7,312.1,1498,44.0,155,No Failure
7915,H37328,H,300.7,312.1,1490,43.1,159,No Failure
7918,L55097,L,300.9,312.1,1474,42.4,171,No Failure
7922,L55101,L,300.7,311.9,1419,47.7,179,No Failure
7925,H37338,H,300.7,311.9,1389,46.5,186,No Failure
7930,M22789,M,300.6,311.6,1669,29.2,200,No Failure
7931,L55110,L,300.6,311.6,1455,48.0,203,No Failure
7933,L55112,L,300.7,311.8,1478,41.9,207,No Failure
7938,L55117,L,300.8,311.7,1578,31.4,219,No Failure
7939,L55118,L,300.8,311.7,1681,31.3,221,No Failure
7940,L55119,L,300.8,311.8,1417,43.4,223,No Failure
7941,M22800,M,300.7,311.7,1532,40.0,0,No Failure
7942,M22801,M,300.7,311.7,1499,38.9,3,No Failure
7943,L55122,L,300.8,311.7,1432,45.8,6,No Failure
7944,L55123,L,300.8,311.7,1753,29.0,8,No Failure
7945,L55124,L,300.8,311.7,1414,49.0,10,No Failure
7946,L55125,L,300.8,311.7,1655,32.2,12,No Failure
7947,L55126,L,300.8,311.6,1516,35.6,14,No Failure
7948,L55127,L,300.8,311.7,1426,45.5,16,No Failure
7950,M22809,M,300.7,311.5,1569,36.4,20,No Failure
7951,L55130,L,300.8,311.6,1568,36.0,23,No Failure
7952,M22811,M,300.9,311.8,1843,24.5,25,No Failure
7953,M22812,M,300.9,311.9,1480,40.9,28,No Failure
7954,L55133,L,301.0,312.0,1447,36.8,31,No Failure
7955,L55134,L,301.0,311.9,1454,41.9,33,No Failure
7956,M22815,M,300.9,311.9,1310,56.1,35,No Failure
7957,H37370,H,300.9,311.9,1513,38.0,38,No Failure
7959,L55138,L,301.0,312.1,1377,49.9,48,No Failure
7961,H37374,H,301.1,312.2,1491,42.6,52,No Failure
7965,L55144,L,300.9,312.1,1423,40.2,63,No Failure
7967,L55146,L,301.0,312.2,1602,35.9,67,No Failure
7968,M22827,M,301.0,312.2,1629,32.6,69,No Failure
7970,L55149,L,300.9,312.1,1711,28.8,74,No Failure
7973,L55152,L,301.1,312.2,1397,54.9,81,No Failure
7976,M22835,M,301.2,312.3,1548,38.3,87,No Failure
7977,H37390,H,301.2,312.4,1395,47.8,90,No Failure
7979,L55158,L,301.2,312.4,1480,53.5,97,No Failure
7982,L55161,L,301.0,312.3,1445,36.4,105,No Failure
7985,L55164,L,301.0,312.3,1550,34.9,111,No Failure
7987,L55166,L,301.1,312.3,1587,34.5,115,No Failure
7988,H37401,H,301.0,312.2,1489,40.3,117,No Failure
7989,L55168,L,301.1,312.3,1486,34.9,122,No Failure
7990,L55169,L,301.1,312.4,1430,37.9,124,No Failure
7991,M22850,M,301.1,312.4,1809,25.1,126,No Failure
7992,L55171,L,301.1,312.3,1534,39.0,129,No Failure
7993,M22852,M,301.1,312.3,1852,25.9,131,No Failure
7996,L55175,L,301.0,312.2,1776,28.8,138,No Failure
7998,M22857,M,301.0,312.2,2710,9.7,143,Power Failure
7999,L55178,L,300.9,312.1,1359,51.7,146,No Failure
8000,M22859,M,300.9,312.1,1617,31.0,148,No Failure
8001,M22860,M,300.8,312.0,1443,53.3,151,No Failure
8002,L55181,L,300.8,312.0,1374,50.2,154,No Failure
8005,L55184,L,300.9,312.0,1533,44.0,162,No Failure
8006,L55185,L,300.8,312.0,1477,37.3,164,No Failure
8008,M22867,M,301.0,312.1,1664,28.4,168,No Failure
8009,L55188,L,300.8,311.9,1414,41.1,171,No Failure
8011,L55190,L,300.8,311.8,1323,61.1,178,No Failure
8012,L55191,L,300.8,311.8,1427,43.3,180,No Failure
8013,M22872,M,300.9,312.0,1375,56.1,182,No Failure
8014,M22873,M,300.9,312.0,1402,50.7,185,No Failure
8015,L55194,L,300.9,312.0,1500,44.2,188,No Failure
8016,M22875,M,301.0,312.0,1558,37.5,190,No Failure
8017,M22876,M,300.9,312.0,1447,41.4,193,No Failure
8018,L55197,L,301.0,312.0,1518,39.3,196,No Failure
8019,L55198,L,301.0,311.9,1889,23.5,198,No Failure
8020,L55199,L,301.0,312.1,1675,30.7,200,No Failure
8021,H37434,H,300.9,312.0,1720,27.9,202,No Failure
8023,L55202,L,300.9,312.0,1441,43.8,210,No Failure
8024,H37437,H,300.9,312.0,1397,42.7,212,No Failure
8026,M22885,M,300.8,312.0,1422,50.7,219,No Failure
8027,L55206,L,300.7,311.9,1399,50.2,222,Overstrain Failure
8029,L55208,L,300.6,311.8,1501,44.8,226,No Failure
8030,M22889,M,300.6,311.9,1629,35.3,0,No Failure
8031,L55210,L,300.6,312.0,1490,42.2,3,No Failure
8034,L55213,L,300.7,311.9,1485,38.8,9,No Failure
8035,L55214,L,300.7,311.8,1564,36.8,11,No Failure
8037,L55216,L,300.7,311.7,1460,46.1,15,No Failure
8042,H37455,H,300.8,311.9,1431,48.5,25,No Failure
8044,L55223,L,300.7,311.9,1486,35.8,32,No Failure
8045,L55224,L,300.7,311.8,1441,38.1,34,No Failure
8047,L55226,L,300.6,311.8,1471,41.4,39,No Failure
8048,L55227,L,300.6,311.9,1463,38.2,41,No Failure
8049,L55228,L,300.6,311.9,1413,41.3,43,No Failure
8050,H37463,H,300.6,311.9,1604,30.5,45,No Failure
8052,L55231,L,300.6,311.8,1652,27.2,52,No Failure
8053,L55232,L,300.5,311.9,1403,45.7,54,No Failure
8054,L55233,L,300.5,311.9,1887,21.7,56,No Failure
8055,L55234,L,300.4,311.8,1405,47.9,58,No Failure
8056,H37469,H,300.2,311.6,1496,41.1,60,No Failure
8057,L55236,L,300.1,311.5,1499,43.4,65,No Failure
8058,L55237,L,300.2,311.5,1549,37.2,67,No Failure
8059,L55238,L,300.3,311.6,1515,44.9,69,No Failure
8060,L55239,L,300.2,311.6,1540,37.7,71,No Failure
8061,H37474,H,300.2,311.5,1426,44.3,73,No Failure
8063,M22922,M,300.3,311.6,1359,54.1,81,No Failure
8064,M22923,M,300.3,311.7,1551,36.4,84,No Failure
8065,L55244,L,300.5,311.8,1596,34.8,87,No Failure
8067,L55246,L,300.4,311.9,1868,21.3,92,No Failure
8068,M22927,M,300.6,312.0,1490,39.8,94,No Failure
8069,M22928,M,300.5,311.9,1676,35.2,97,No Failure
8070,M22929,M,300.5,311.9,1875,22.1,100,No Failure
