type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
M,300.3,311.7,1236,57.5,12,No Failure
L,300.3,311.7,1445,47.3,15,No Failure
L,300.2,311.5,1500,40.8,17,No Failure
L,300.2,311.6,1999,21.0,19,No Failure
M,300.2,311.6,1467,40.7,23,No Failure
L,300.1,311.5,1334,54.0,26,No Failure
M,300.1,311.5,1343,46.2,28,No Failure
H,300.1,311.5,1383,49.1,33,No Failure
L,300.1,311.3,1470,45.2,40,No Failure
L,300.1,311.4,1467,35.7,45,No Failure
M,300.1,311.4,1617,39.3,47,No Failure
H,300.1,311.4,1377,56.7,50,No Failure
L,300.0,311.2,1504,37.9,58,No Failure
L,300.0,311.2,1418,47.3,60,No Failure
L,300.0,311.2,1629,31.7,62,No Failure
L,300.1,311.3,1305,64.7,66,No Failure
M,300.2,311.4,1450,38.5,68,No Failure
M,300.2,311.3,1587,31.2,73,No Failure
M,300.3,311.5,1528,40.9,76,No Failure
L,300.3,311.5,1446,45.0,82,No Failure
L,300.2,311.4,1425,44.2,84,No Failure
L,300.2,311.4,1891,22.6,86,No Failure
L,300.1,311.4,1430,40.9,93,No Failure
L,300.2,311.4,1495,43.6,95,No Failure
L,300.3,311.4,1544,41.6,97,No Failure
M,300.3,311.4,1554,34.3,99,No Failure
M,300.2,311.3,1491,37.3,102,No Failure
L,300.3,311.3,1525,40.7,105,No Failure
M,300.3,311.4,1386,48.1,119,No Failure
M,300.3,311.3,1377,53.8,125,No Failure
L,300.3,311.1,1388,49.4,128,No Failure
M,300.3,311.1,1350,58.7,130,No Failure
M,300.4,311.2,1831,23.4,133,No Failure
M,300.3,311.2,1783,25.6,139,No Failure
L,300.2,311.0,1255,71.8,149,Power Failure
H,300.2,311.0,1777,27.5,151,No Failure
L,300.3,311.1,1606,30.9,156,No Failure
L,300.3,311.1,1676,28.6,158,No Failure
L,300.3,311.1,1605,37.1,160,No Failure
L,300.4,311.1,1487,37.4,162,No Failure
L,300.4,311.2,1471,46.5,164,No Failure
L,300.4,311.2,1673,28.9,171,No Failure
M,300.4,311.2,1366,56.1,177,No Failure
L,300.4,311.2,1472,37.3,187,No Failure
L,300.4,311.1,1397,50.8,189,No Failure
L,300.4,311.1,1589,35.5,191,No Failure
M,300.4,311.0,1433,46.1,199,No Failure
M,300.5,311.2,1551,36.6,205,No Failure
L,300.5,311.2,1270,67.5,208,Overstrain Failure
L,300.6,311.3,1531,38.5,0,No Failure
H,300.5,311.2,1397,45.2,2,No Failure
L,300.5,311.1,1547,37.2,7,No Failure
L,300.5,311.1,1491,42.6,11,No Failure
L,300.5,311.0,1759,28.3,13,No Failure
M,300.4,311.0,1595,35.4,15,No Failure
L,300.4,311.2,1406,43.6,22,No Failure
L,300.4,311.3,1639,34.6,24,No Failure
H,300.4,311.3,2026,20.3,26,No Failure
M,300.4,311.3,1350,56.5,31,No Failure
L,300.5,311.3,1490,41.8,39,No Failure
L,300.5,311.4,1611,32.7,44,No Failure
L,300.5,311.3,1475,46.3,49,No Failure
L,300.5,311.4,1442,47.0,53,No Failure
L,300.5,311.4,1556,45.3,58,No Failure
L,300.5,311.5,1651,36.9,65,No Failure
L,300.5,311.5,1490,38.4,67,No Failure
M,300.6,311.6,1473,31.5,69,No Failure
L,300.6,311.7,1734,29.9,72,No Failure
L,300.6,311.7,1556,34.9,76,No Failure
H,300.5,311.6,1351,53.5,78,No Failure
L,300.5,311.7,1619,32.7,85,No Failure
M,300.5,311.7,1269,64.0,87,No Failure
L,300.5,311.6,1534,37.7,90,No Failure
L,300.5,311.6,1744,26.8,94,No Failure
L,300.4,311.5,1441,44.6,96,No Failure
M,300.3,311.3,1506,40.7,98,No Failure
L,300.3,311.4,1526,38.5,101,No Failure
L,300.4,311.5,1704,29.7,103,No Failure
L,300.5,311.5,1661,35.9,110,No Failure
L,300.5,311.4,1466,41.8,112,No Failure
L,300.4,311.3,1608,35.1,114,No Failure
M,300.4,311.4,1604,31.7,119,No Failure
H,300.4,311.4,1427,50.7,122,No Failure
L,300.4,311.4,1424,44.6,127,No Failure
L,300.4,311.4,1662,29.3,129,No Failure
L,300.4,311.4,1936,23.9,131,No Failure
L,300.4,311.4,1728,31.7,133,No Failure
L,300.3,311.4,1343,57.7,142,No Failure
M,300.4,311.5,1476,32.6,144,No Failure
M,300.3,311.5,1540,41.5,151,No Failure
L,300.5,311.6,1541,47.8,156,No Failure
M,300.4,311.6,1359,55.4,160,No Failure
L,300.5,311.6,1528,42.4,163,No Failure
L,300.5,311.6,1575,32.5,168,No Failure
M,300.5,311.6,1658,30.4,170,No Failure
L,300.5,311.6,1385,54.8,173,No Failure
H,300.5,311.7,1454,50.3,175,No Failure
L,300.5,311.6,1497,40.5,180,No Failure
M,300.6,311.7,1424,50.8,182,No Failure
L,300.6,311.8,1539,37.0,187,No Failure
L,300.5,311.6,1525,37.6,191,No Failure
M,300.5,311.6,1456,51.1,193,No Failure
M,300.5,311.7,2141,17.2,196,No Failure
M,300.5,311.6,1476,39.1,199,No Failure
L,300.6,311.7,1428,52.6,208,No Failure
M,300.6,311.7,1389,52.1,210,No Failure
L,300.7,311.7,1395,43.7,215,No Failure
M,300.7,311.7,1412,49.1,219,No Failure
M,300.7,311.8,1407,42.4,224,No Failure
M,300.7,311.7,2097,18.9,232,Tool Wear Failure
L,300.6,311.7,1432,39.2,2,No Failure
M,300.5,311.6,1577,36.5,4,No Failure
M,300.5,311.5,1370,56.1,7,No Failure
L,300.6,311.5,1419,38.6,31,No Failure
M,300.7,311.5,1441,40.6,33,No Failure
M,300.7,311.6,1348,62.5,36,No Failure
H,300.8,311.7,1468,38.7,39,No Failure
M,300.7,311.7,1701,30.8,44,No Failure
H,300.7,311.7,1864,23.6,47,No Failure
M,300.6,311.6,1630,31.8,52,No Failure
L,300.5,311.5,1316,49.7,55,No Failure
L,300.5,311.5,1708,31.2,57,No Failure
L,300.5,311.4,1709,32.3,64,No Failure
L,300.5,311.4,1445,41.5,66,No Failure
L,300.4,311.4,1309,55.5,71,No Failure
L,300.5,311.5,1499,37.6,73,No Failure
M,300.5,311.4,2072,18.8,75,No Failure
L,300.5,311.5,1487,43.0,78,No Failure
L,300.5,311.5,1302,49.6,80,No Failure
M,300.5,311.5,1378,48.2,82,No Failure
L,300.5,311.6,1365,53.0,85,No Failure
H,300.6,311.7,1427,44.6,87,No Failure
H,300.5,311.6,1476,41.7,97,No Failure
L,300.5,311.6,1425,42.4,102,No Failure
L,300.5,311.7,1409,54.7,104,No Failure
M,300.5,311.6,1454,41.4,108,No Failure
M,300.8,311.9,1761,29.0,113,No Failure
M,300.7,311.9,1657,30.9,116,No Failure
L,300.7,311.8,1420,47.0,119,No Failure
H,300.7,311.9,1329,59.2,121,No Failure
L,300.6,312.0,1566,30.1,128,No Failure
L,300.6,312.0,1430,42.7,130,No Failure
L,300.6,312.0,1481,40.9,132,No Failure
L,300.6,312.0,1670,29.4,134,No Failure
H,300.6,312.1,1354,46.9,138,No Failure
M,300.5,312.0,1263,60.8,146,No Failure
L,300.5,311.9,1576,31.1,149,No Failure
L,300.5,312.0,1453,45.1,151,No Failure
L,300.5,312.0,1478,39.0,153,No Failure
M,300.5,311.9,1323,57.9,155,No Failure
L,300.5,311.9,1710,28.4,158,No Failure
L,300.4,311.7,1314,59.5,160,No Failure
L,300.4,311.7,1460,39.6,162,No Failure
M,300.5,311.8,1331,55.3,167,No Failure
L,300.4,311.7,1515,47.4,170,No Failure
L,300.4,311.7,1444,51.2,174,No Failure
M,300.4,311.7,1398,42.6,176,No Failure
M,300.5,311.8,1591,42.0,182,No Failure
M,300.4,311.7,1478,39.9,185,No Failure
M,300.4,311.8,1362,47.6,188,No Failure
L,300.5,311.8,1368,57.9,191,Overstrain Failure
L,300.4,311.8,1272,59.2,198,Overstrain Failure
M,300.4,311.7,1511,33.0,200,No Failure
H,300.4,311.6,1715,30.8,203,No Failure
M,300.3,311.5,1400,43.8,0,No Failure
L,300.4,311.6,1200,76.6,3,Power Failure
H,300.3,311.6,1427,56.2,8,No Failure
M,300.2,311.4,1960,20.9,20,No Failure
L,300.3,311.5,1548,32.2,25,No Failure
L,300.3,311.6,1709,29.5,27,No Failure
H,300.3,311.5,1464,41.0,29,No Failure
L,300.3,311.5,1634,31.9,36,No Failure
L,300.3,311.5,1663,33.6,38,No Failure
M,300.3,311.5,1445,47.3,40,No Failure
L,300.4,311.6,1517,39.0,45,No Failure
L,300.4,311.6,1815,23.5,49,No Failure
L,300.4,311.7,1513,40.0,51,No Failure
L,300.3,311.5,1667,28.8,56,No Failure
L,300.3,311.5,1466,46.2,62,No Failure
L,300.3,311.5,1378,47.5,64,No Failure
M,300.2,311.5,1547,40.9,66,No Failure
L,300.2,311.5,1495,38.5,69,No Failure
L,300.1,311.4,1729,29.3,71,No Failure
H,300.1,311.4,1485,40.4,75,No Failure
H,300.1,311.6,1674,29.6,85,No Failure
L,300.0,311.4,1383,49.6,101,No Failure
M,299.8,311.3,1517,41.2,105,No Failure
M,299.9,311.4,1480,44.9,108,No Failure
L,299.9,311.4,1706,28.8,111,No Failure
L,300.0,311.5,1349,48.6,113,No Failure
M,300.0,311.5,1451,49.0,115,No Failure
M,300.0,311.4,1537,35.4,120,No Failure
M,300.0,311.4,1466,39.0,125,No Failure
L,300.0,311.5,1455,41.7,130,No Failure
L,300.0,311.4,1927,24.6,132,No Failure
M,299.9,311.3,1703,28.4,134,No Failure
L,299.8,311.2,1533,35.9,137,No Failure
H,299.8,311.3,1785,25.4,139,No Failure
L,299.8,311.2,2142,16.6,144,No Failure
L,299.8,311.2,1369,46.2,146,No Failure
M,299.8,311.2,1706,29.2,148,No Failure
L,299.9,311.3,1802,24.4,151,No Failure
H,299.9,311.3,1413,41.8,153,No Failure
L,300.0,311.3,1484,53.2,158,No Failure
L,299.9,311.3,1535,38.1,160,No Failure
M,299.9,311.2,1579,35.5,162,No Failure
L,299.8,311.1,1300,64.2,165,No Failure
M,299.8,311.1,1562,35.7,170,No Failure
L,299.8,311.2,1664,28.3,173,No Failure
H,299.9,311.2,1495,35.8,175,No Failure
L,300.0,311.4,1484,37.0,183,No Failure
L,300.1,311.5,1549,34.7,189,No Failure
L,300.1,311.4,1604,35.0,191,No Failure
L,300.2,311.5,1685,31.0,193,No Failure
L,300.2,311.6,1372,49.2,195,No Failure
L,300.3,311.6,1374,47.4,197,No Failure
L,300.2,311.6,1606,31.0,199,No Failure
L,300.1,311.5,1471,47.2,201,No Failure
L,300.1,311.7,1503,42.6,208,No Failure
L,300.2,311.8,1798,23.2,210,No Failure
L,300.2,311.6,1322,50.9,215,No Failure
M,300.3,311.7,1374,47.9,222,Tool Wear Failure
L,300.3,311.8,1551,37.2,9,No Failure
M,300.3,311.8,1592,32.1,11,No Failure
L,300.4,311.8,1433,42.2,14,No Failure
L,300.5,311.9,1432,43.1,16,No Failure
L,300.5,311.9,1350,51.7,18,No Failure
L,300.5,312.0,1498,42.9,25,No Failure
M,300.5,312.0,1382,54.1,27,No Failure
M,300.5,311.9,1511,44.5,30,No Failure
L,300.5,311.9,1383,50.5,35,No Failure
L,300.5,311.9,1431,49.4,37,No Failure
L,300.5,312.0,1461,38.1,39,No Failure
H,300.4,311.9,1438,46.7,41,Random Failures
M,300.6,312.1,1293,52.3,49,No Failure
L,300.7,312.3,1548,37.9,58,No Failure
H,300.7,312.2,1335,49.0,62,No Failure
L,300.7,312.3,1420,53.8,67,No Failure
H,300.7,312.4,1457,47.2,74,No Failure
L,300.8,312.4,1493,39.1,79,No Failure
H,300.7,312.3,1446,45.4,86,No Failure
L,300.8,312.4,1465,59.1,91,Power Failure
L,300.7,312.3,1590,36.3,93,No Failure
M,300.6,312.2,2174,18.5,95,No Failure
L,300.7,312.4,1590,37.9,98,No Failure
L,300.7,312.3,1577,33.2,100,No Failure
L,300.8,312.5,1517,39.2,107,No Failure
M,300.9,312.6,1555,40.6,109,No Failure
L,300.9,312.7,1416,43.8,112,No Failure
M,300.8,312.6,1588,35.6,114,No Failure
L,300.8,312.6,1422,50.0,117,No Failure
L,300.8,312.6,1376,53.6,119,No Failure
L,300.8,312.5,1434,50.7,121,No Failure
L,300.8,312.5,1423,47.3,123,No Failure
L,300.9,312.4,1364,52.5,125,No Failure
L,300.8,312.4,1825,23.8,127,No Failure
L,300.8,312.4,1365,44.5,129,No Failure
L,300.8,312.3,1435,44.8,134,No Failure
M,300.8,312.4,1811,25.1,136,No Failure
M,300.8,312.4,1465,43.7,139,No Failure
L,300.9,312.4,1372,51.0,142,No Failure
L,300.7,312.3,1715,26.8,146,No Failure
L,300.7,312.1,1512,36.9,153,No Failure
L,300.7,312.1,1498,44.0,155,No Failure
H,300.7,312.1,1490,43.1,159,No Failure
L,300.9,312.1,1474,42.4,171,No Failure
L,300.7,311.9,1419,47.7,179,No Failure
H,300.7,311.9,1389,46.5,186,No Failure
M,300.6,311.6,1669,29.2,200,No Failure
L,300.6,311.6,1455,48.0,203,No Failure
L,300.7,311.8,1478,41.9,207,No Failure
L,300.8,311.7,1578,31.4,219,No Failure
L,300.8,311.7,1681,31.3,221,No Failure
L,300.8,311.8,1417,43.4,223,No Failure
M,300.7,311.7,1532,40.0,0,No Failure
M,300.7,311.7,1499,38.9,3,No Failure
L,300.8,311.7,1432,45.8,6,No Failure
L,300.8,311.7,1753,29.0,8,No Failure
L,300.8,311.7,1414,49.0,10,No Failure
L,300.8,311.7,1655,32.2,12,No Failure
L,300.8,311.6,1516,35.6,14,No Failure
L,300.8,311.7,1426,45.5,16,No Failure
M,300.7,311.5,1569,36.4,20,No Failure
L,300.8,311.6,1568,36.0,23,No Failure
M,300.9,311.8,1843,24.5,25,No Failure
M,300.9,311.9,1480,40.9,28,No Failure
L,301.0,312.0,1447,36.8,31,No Failure
L,301.0,311.9,1454,41.9,33,No Failure
M,300.9,311.9,1310,56.1,35,No Failure
H,300.9,311.9,1513,38.0,38,No Failure
L,301.0,312.1,1377,49.9,48,No Failure
H,301.1,312.2,1491,42.6,52,No Failure
L,300.9,312.1,1423,40.2,63,No Failure
L,301.0,312.2,1602,35.9,67,No Failure
M,301.0,312.2,1629,32.6,69,No Failure
L,300.9,312.1,1711,28.8,74,No Failure
L,301.1,312.2,1397,54.9,81,No Failure
M,301.2,312.3,1548,38.3,87,No Failure
H,301.2,312.4,1395,47.8,90,No Failure
L,301.2,312.4,1480,53.5,97,No Failure
L,301.0,312.3,1445,36.4,105,No Failure
L,301.0,312.3,1550,34.9,111,No Failure
L,301.1,312.3,1587,34.5,115,No Failure
H,301.0,312.2,1489,40.3,117,No Failure
L,301.1,312.3,1486,34.9,122,No Failure
L,301.1,312.4,1430,37.9,124,No Failure
M,301.1,312.4,1809,25.1,126,No Failure
L,301.1,312.3,1534,39.0,129,No Failure
M,301.1,312.3,1852,25.9,131,No Failure
L,301.0,312.2,1776,28.8,138,No Failure
M,301.0,312.2,2710,9.7,143,Power Failure
L,300.9,312.1,1359,51.7,146,No Failure
M,300.9,312.1,1617,31.0,148,No Failure
M,300.8,312.0,1443,53.3,151,No Failure
L,300.8,312.0,1374,50.2,154,No Failure
L,300.9,312.0,1533,44.0,162,No Failure
L,300.8,312.0,1477,37.3,164,No Failure
M,301.0,312.1,1664,28.4,168,No Failure
L,300.8,311.9,1414,41.1,171,No Failure
L,300.8,311.8,1323,61.1,178,No Failure
L,300.8,311.8,1427,43.3,180,No Failure
M,300.9,312.0,1375,56.1,182,No Failure
M,300.9,312.0,1402,50.7,185,No Failure
L,300.9,312.0,1500,44.2,188,No Failure
M,301.0,312.0,1558,37.5,190,No Failure
M,300.9,312.0,1447,41.4,193,No Failure
L,301.0,312.0,1518,39.3,196,No Failure
L,301.0,311.9,1889,23.5,198,No Failure
L,301.0,312.1,1675,30.7,200,No Failure
H,300.9,312.0,1720,27.9,202,No Failure
L,300.9,312.0,1441,43.8,210,No Failure
H,300.9,312.0,1397,42.7,212,No Failure
M,300.8,312.0,1422,50.7,219,No Failure
L,300.7,311.9,1399,50.2,222,Overstrain Failure
L,300.6,311.8,1501,44.8,226,No Failure
M,300.6,311.9,1629,35.3,0,No Failure
L,300.6,312.0,1490,42.2,3,No Failure
L,300.7,311.9,1485,38.8,9,No Failure
L,300.7,311.8,1564,36.8,11,No Failure
L,300.7,311.7,1460,46.1,15,No Failure
H,300.8,311.9,1431,48.5,25,No Failure
L,300.7,311.9,1486,35.8,32,No Failure
L,300.7,311.8,1441,38.1,34,No Failure
L,300.6,311.8,1471,41.4,39,No Failure
L,300.6,311.9,1463,38.2,41,No Failure
L,300.6,311.9,1413,41.3,43,No Failure
H,300.6,311.9,1604,30.5,45,No Failure
L,300.6,311.8,1652,27.2,52,No Failure
L,300.5,311.9,1403,45.7,54,No Failure
L,300.5,311.9,1887,21.7,56,No Failure
L,300.4,311.8,1405,47.9,58,No Failure
H,300.2,311.6,1496,41.1,60,No Failure
L,300.1,311.5,1499,43.4,65,No Failure
L,300.2,311.5,1549,37.2,67,No Failure
L,300.3,311.6,1515,44.9,69,No Failure
L,300.2,311.6,1540,37.7,71,No Failure
H,300.2,311.5,1426,44.3,73,No Failure
M,300.3,311.6,1359,54.1,81,No Failure
M,300.3,311.7,1551,36.4,84,No Failure
L,300.5,311.8,1596,34.8,87,No Failure
L,300.4,311.9,1868,21.3,92,No Failure
M,300.6,312.0,1490,39.8,94,No Failure
M,300.5,311.9,1676,35.2,97,No Failure
M,300.5,311.9,1875,22.1,100,No Failure
M,300.5,312.0,1867,23.0,103,No Failure
H,300.5,312.0,1375,43.2,108,No Failure
L,300.5,312.0,1558,36.7,113,No Failure
L,300.4,312.0,1631,34.9,115,No Failure
L,300.3,311.8,1360,48.0,119,No Failure
L,300.3,311.8,1547,39.7,121,No Failure
L,300.3,311.7,1571,31.2,123,No Failure
L,300.2,311.5,1528,36.1,125,No Failure
H,300.2,311.5,1432,43.6,127,No Failure
L,300.1,311.4,1438,42.2,139,No Failure
L,300.2,311.4,1483,44.4,141,No Failure
L,300.2,311.4,1331,49.8,143,No Failure
L,300.2,311.4,1463,37.5,145,No Failure
L,300.1,311.4,1446,40.6,147,No Failure
L,300.1,311.4,1356,45.7,149,No Failure
L,300.1,311.3,1676,30.3,151,No Failure
L,300.2,311.6,1375,56.9,155,No Failure
H,300.2,311.6,1662,28.8,162,No Failure
L,300.2,311.6,1500,39.0,174,No Failure
L,300.2,311.7,1603,30.5,176,No Failure
L,300.3,311.7,1682,27.8,178,No Failure
M,300.3,311.9,1429,41.6,184,No Failure
L,300.3,311.9,1692,31.5,187,No Failure
L,300.4,311.9,1476,48.7,189,No Failure
H,300.3,311.9,1390,49.0,194,No Failure
M,300.3,311.8,1607,33.7,199,No Failure
L,300.3,311.7,1821,26.3,202,No Failure
M,300.4,311.8,1553,33.1,209,Tool Wear Failure
M,300.4,311.8,1442,45.1,0,No Failure
H,300.4,311.8,2496,13.5,5,No Failure
L,300.3,311.8,2004,19.6,12,No Failure
L,300.3,311.8,1548,33.0,16,No Failure
L,300.3,311.7,1333,55.2,18,No Failure
L,300.2,311.6,1767,26.4,20,No Failure
M,300.2,311.6,1533,46.4,24,No Failure
H,300.2,311.5,1515,36.8,27,No Failure
L,300.2,311.4,1568,41.0,32,No Failure
L,300.2,311.4,1452,47.8,34,No Failure
L,300.2,311.4,1433,37.9,36,No Failure
L,300.1,311.4,1629,31.3,41,No Failure
L,300.0,311.3,1520,39.2,43,No Failure
H,300.0,311.2,1393,43.1,45,No Failure
H,299.9,311.2,1364,49.6,50,No Failure
M,299.9,311.3,1389,50.0,55,No Failure
L,299.8,311.1,1466,46.1,58,No Failure
L,299.7,311.1,1650,32.4,60,No Failure
L,299.6,311.0,1554,36.3,62,No Failure
H,299.5,310.8,1600,32.4,67,No Failure
L,299.5,310.8,1356,54.9,72,No Failure
L,299.5,310.8,1571,38.2,74,No Failure
L,299.6,310.9,1658,28.0,76,No Failure
L,299.6,310.8,1393,49.9,78,No Failure
M,299.7,311.0,1448,49.8,80,No Failure
L,299.7,310.9,1477,40.4,83,No Failure
M,299.7,310.9,1685,32.1,88,No Failure
L,299.5,310.8,1447,41.0,93,No Failure
M,299.5,310.7,1488,39.5,95,No Failure
M,299.6,310.8,1427,50.4,98,No Failure
M,299.5,310.7,1424,41.3,101,No Failure
L,299.5,310.7,1472,40.9,104,No Failure
L,299.5,310.7,1438,45.7,106,No Failure
L,299.6,310.8,1507,42.4,108,No Failure
L,299.6,310.8,1644,30.9,114,No Failure
L,299.6,310.8,1498,46.9,116,No Failure
L,299.6,310.8,1400,40.8,118,No Failure
M,299.7,311.1,1618,30.3,125,No Failure
H,299.6,311.0,1714,30.2,128,No Failure
L,299.7,311.1,1603,31.4,141,No Failure
H,299.7,311.1,1353,47.1,143,No Failure
L,299.7,311.1,1690,30.6,148,No Failure
M,299.8,311.2,1745,26.3,150,No Failure
L,299.9,311.3,1522,45.7,153,No Failure
L,299.9,311.4,1596,28.9,160,No Failure
L,299.9,311.3,1371,52.3,167,No Failure
L,299.8,311.2,1564,40.0,172,No Failure
L,299.7,311.1,1439,44.9,174,No Failure
L,299.7,311.2,1352,52.1,176,No Failure
L,299.8,311.3,1560,35.4,178,No Failure
M,299.7,311.2,1616,42.3,180,No Failure
L,299.7,311.2,1835,23.7,183,No Failure
M,299.7,311.1,1649,32.7,185,No Failure
L,299.8,311.1,1452,47.3,188,No Failure
L,299.8,311.1,2144,17.7,190,No Failure
L,299.7,311.1,1554,41.0,192,No Failure
L,299.6,310.9,1448,46.3,196,No Failure
M,299.7,310.9,1620,37.2,203,No Failure
L,299.6,310.9,1229,65.2,209,Overstrain Failure
L,299.4,310.7,1426,45.7,213,No Failure
M,299.4,310.7,1492,45.7,219,No Failure
M,299.3,310.7,1374,48.9,222,No Failure
L,299.2,310.7,1737,27.0,225,Tool Wear Failure
L,299.3,310.8,1426,42.4,0,No Failure
M,299.3,310.9,1826,25.1,2,No Failure
L,299.3,310.9,1669,32.4,5,No Failure
M,299.4,310.9,1473,40.1,7,No Failure
L,299.3,310.8,1483,43.5,15,No Failure
L,299.2,310.7,1535,42.6,17,No Failure
L,299.3,310.8,1391,46.9,21,No Failure
L,299.2,310.6,1675,33.3,28,No Failure
M,299.2,310.5,1548,33.5,35,No Failure
L,299.1,310.6,1577,37.1,44,No Failure
L,299.0,310.4,1504,34.3,48,No Failure
M,298.9,310.3,1551,35.2,50,No Failure
L,299.1,310.5,1329,54.9,58,No Failure
L,299.1,310.5,1532,36.6,62,No Failure
L,299.1,310.5,1389,61.4,64,No Failure
M,299.1,310.4,1524,51.4,66,No Failure
L,299.1,310.5,1739,27.4,72,No Failure
L,299.1,310.5,1736,26.9,74,No Failure
L,299.1,310.5,1419,48.8,76,No Failure
M,299.1,310.6,1449,43.2,80,No Failure
M,299.2,310.6,1443,50.9,85,No Failure
L,299.2,310.6,1498,41.1,88,No Failure
L,299.0,310.4,1339,49.6,94,No Failure
L,299.0,310.4,1483,41.5,96,No Failure
M,298.9,310.2,2099,20.0,98,No Failure
M,299.0,310.3,1689,29.7,101,No Failure
H,299.1,310.4,1369,54.5,104,No Failure
L,299.0,310.4,1512,38.8,109,No Failure
M,299.0,310.3,1303,68.6,111,Power Failure
L,299.0,310.3,1552,39.9,114,No Failure
L,299.0,310.4,1713,28.0,116,No Failure
L,298.9,310.3,1456,44.1,118,No Failure
L,299.0,310.4,1524,39.8,120,No Failure
M,299.0,310.4,1394,45.2,122,No Failure
L,299.0,310.4,1565,36.1,127,No Failure
M,299.0,310.4,1625,37.1,131,No Failure
L,299.0,310.4,1606,31.1,134,No Failure
H,299.0,310.5,1336,56.8,136,No Failure
M,299.0,310.6,1587,34.2,141,No Failure
L,299.1,310.6,1602,39.7,144,No Failure
H,299.1,310.6,1332,48.0,148,No Failure
L,299.1,310.6,1921,23.9,158,No Failure
H,299.2,310.6,1704,30.6,160,No Failure
M,299.1,310.6,1397,49.5,165,No Failure
H,299.1,310.6,1791,28.0,168,No Failure
L,299.2,310.7,1540,36.3,175,No Failure
M,299.2,310.8,1502,39.8,177,No Failure
H,299.2,310.8,1761,30.4,180,No Failure
L,299.1,310.7,1309,51.1,188,No Failure
L,298.9,310.6,1363,52.6,190,No Failure
M,299.0,310.6,1787,22.2,192,No Failure
M,298.9,310.6,1720,25.3,197,No Failure
L,298.8,310.5,1384,52.8,200,No Failure
L,298.8,310.5,1464,46.4,207,No Failure
H,298.9,310.6,1615,33.0,221,No Failure
L,298.8,310.6,1651,33.3,0,No Failure
L,298.9,310.6,1387,52.7,2,No Failure
M,298.8,310.5,1678,32.8,4,No Failure
L,298.9,310.6,1585,38.1,7,No Failure
L,298.9,310.6,1406,43.8,12,No Failure
M,298.9,310.6,1679,35.8,14,No Failure
L,298.9,310.5,1717,26.9,17,No Failure
H,298.9,310.5,1429,39.9,19,No Failure
M,298.8,310.2,1595,33.1,34,No Failure
H,298.7,310.1,1435,45.6,37,No Failure
L,298.7,310.0,1637,31.8,42,No Failure
M,298.7,310.1,1644,34.1,46,No Failure
L,298.7,310.1,1641,31.1,49,No Failure
M,298.7,310.1,1506,50.7,53,No Failure
H,298.8,310.1,1380,44.0,56,No Failure
M,298.7,310.1,1549,42.5,61,No Failure
M,298.7,310.1,1402,69.7,64,Power Failure
L,298.7,310.1,1401,45.3,67,No Failure
M,298.7,310.0,1459,40.2,69,No Failure
L,298.7,309.9,1465,39.7,72,No Failure
M,298.8,310.0,1295,52.7,74,No Failure
M,298.8,310.0,1484,44.9,80,No Failure
L,298.8,309.9,1739,30.6,83,No Failure
H,298.7,309.8,1422,40.7,85,No Failure
L,298.8,309.8,1463,40.0,90,No Failure
L,298.7,309.7,1667,30.4,92,No Failure
H,298.7,309.7,1565,39.3,94,No Failure
L,298.7,309.7,1393,45.7,99,No Failure
M,298.8,309.7,1453,47.7,101,No Failure
M,298.7,309.5,1394,46.0,113,No Failure
M,298.7,309.5,1500,38.8,116,No Failure
M,298.7,309.6,1254,57.1,124,No Failure
L,298.8,309.7,1424,49.6,129,No Failure
M,298.8,309.7,1392,48.7,133,No Failure
L,298.8,309.7,1529,44.0,136,No Failure
M,298.8,309.7,1477,48.5,138,No Failure
M,298.8,309.7,1459,47.3,141,No Failure
L,298.9,309.7,1449,48.8,147,No Failure
M,298.8,309.7,1589,35.3,149,No Failure
L,298.8,309.7,1740,28.5,152,No Failure
M,298.8,309.7,1499,40.3,154,No Failure
L,298.8,309.7,1751,29.6,160,No Failure
L,298.7,309.7,1510,40.6,162,No Failure
H,298.8,309.8,1437,48.2,164,No Failure
H,298.8,309.8,1490,35.9,171,No Failure
L,298.7,309.6,1665,31.1,178,No Failure
M,298.7,309.6,1452,42.7,180,No Failure
M,298.7,309.5,1487,33.6,183,No Failure
M,298.7,309.6,1382,48.1,186,No Failure
L,298.6,309.6,1491,36.9,192,No Failure
L,298.6,309.6,1390,50.3,196,No Failure
L,298.7,309.6,1502,46.7,198,No Failure
M,298.6,309.6,1344,59.4,200,No Failure
L,298.7,309.7,1547,37.4,0,No Failure
M,298.6,309.6,1525,42.4,2,No Failure
L,298.6,309.5,1450,44.3,7,No Failure
L,298.6,309.6,1353,62.5,9,No Failure
L,298.9,309.8,1534,42.1,23,No Failure
L,298.8,309.7,1953,20.6,25,No Failure
L,298.7,309.7,1881,21.7,29,No Failure
M,298.8,309.7,1448,44.8,31,No Failure
M,298.7,309.7,1362,50.5,34,No Failure
L,298.8,309.7,1225,63.4,37,No Failure
L,298.8,309.8,1334,49.3,42,No Failure
L,298.8,309.9,1629,31.9,49,No Failure
L,298.9,310.0,1776,25.7,51,No Failure
H,298.8,310.0,1530,38.3,53,No Failure
L,298.9,310.0,1719,27.3,58,No Failure
M,298.8,309.9,1495,35.2,60,No Failure
